27,1,1
35,1,1
46,1,-1
114,1,-1
138,1,1
147,1,1
166,1,1
433,1,-1
465,1,-1
643,1,1
648,1,1
754,1,-1
767,1,1
832,1,1
980,1,1
983,1,1
28,2,-1
71,2,-1
182,2,1
240,2,1
404,2,1
463,2,1
515,2,1
527,2,1
558,2,1
640,2,1
729,2,-1
734,2,1
925,2,1
941,2,-1
953,2,1
982,2,1
94,3,1
95,3,1
242,3,1
248,3,-1
300,3,1
301,3,-1
322,3,-1
357,3,1
414,3,1
442,3,-1
627,3,1
756,3,1
849,3,1
50,4,1
162,4,1
167,4,1
179,4,1
185,4,1
250,4,-1
279,4,1
339,4,1
537,4,1
832,4,1
836,4,1
916,4,-1
983,4,1
87,5,1
89,5,-1
132,5,1
369,5,1
680,5,-1
694,5,1
720,5,1
748,5,-1
792,5,-1
796,5,1
853,5,-1
863,5,1
904,5,1
918,5,1
951,5,1
988,5,-1
275,6,1
303,6,1
395,6,1
404,6,1
446,6,1
456,6,1
469,6,1
496,6,1
547,6,-1
672,6,1
706,6,1
711,6,1
788,6,1
803,6,1
811,6,1
865,6,1
896,6,1
970,6,-1
73,7,1
233,7,1
280,7,1
321,7,1
322,7,-1
327,7,1
363,7,-1
373,7,-1
504,7,1
597,7,1
849,7,1
913,7,1
926,7,1
982,7,1
81,8,1
108,8,1
145,8,1
203,8,-1
257,8,1
320,8,1
369,8,1
425,8,1
478,8,1
506,8,1
620,8,1
673,8,1
698,8,1
723,8,-1
818,8,-1
835,8,1
53,9,1
291,9,1
361,9,-1
382,9,1
488,9,1
489,9,-1
536,9,1
660,9,1
818,9,-1
958,9,1
971,9,1
27,10,1
119,10,1
172,10,1
174,10,1
240,10,1
330,10,1
540,10,1
565,10,-1
643,10,1
664,10,1
708,10,1
840,10,1
940,10,1
941,10,-1
975,10,1
24,11,-1
106,11,-1
169,11,-1
199,11,1
238,11,1
274,11,1
359,11,1
441,11,1
444,11,1
459,11,1
510,11,1
585,11,1
592,11,1
985,11,1
63,12,1
116,12,1
151,12,1
165,12,1
185,12,1
208,12,-1
458,12,1
543,12,1
554,12,1
564,12,1
741,12,-1
804,12,1
920,12,1
931,12,1
942,12,1
132,13,1
221,13,1
224,13,1
231,13,1
288,13,1
345,13,1
419,13,1
559,13,1
703,13,-1
728,13,1
768,13,1
922,13,1
999,13,1
41,14,1
54,14,1
117,14,-1
140,14,1
180,14,1
370,14,1
469,14,1
567,14,1
625,14,1
811,14,1
933,14,1
945,14,1
52,15,1
119,15,1
144,15,1
146,15,1
180,15,1
267,15,1
325,15,1
493,15,1
501,15,1
586,15,1
620,15,1
673,15,1
706,15,1
733,15,1
797,15,1
808,15,1
143,16,-1
334,16,1
348,16,1
445,16,1
462,16,1
464,16,1
479,16,1
530,16,1
628,16,1
770,16,1
788,16,1
227,17,1
281,17,1
320,17,1
365,17,1
565,17,-1
625,17,1
652,17,1
723,17,-1
818,17,-1
46,18,-1
93,18,1
131,18,1
142,18,1
163,18,1
238,18,1
349,18,1
438,18,1
456,18,1
574,18,-1
580,18,1
593,18,1
807,18,1
814,18,1
856,18,-1
983,18,1
55,19,1
72,19,1
151,19,1
162,19,1
166,19,1
183,19,1
399,19,1
417,19,1
578,19,1
633,19,1
666,19,-1
717,19,1
833,19,-1
843,19,-1
859,19,1
956,19,1
94,20,1
200,20,-1
211,20,1
322,20,-1
384,20,-1
444,20,1
495,20,1
507,20,1
661,20,1
727,20,1
784,20,1
798,20,-1
831,20,-1
933,20,1
938,20,-1
26,21,-1
157,21,-1
159,21,1
272,21,1
605,21,1
683,21,1
693,21,1
703,21,-1
761,21,1
860,21,1
888,21,1
919,21,1
991,21,1
39,22,1
41,22,1
71,22,-1
152,22,-1
211,22,1
233,22,1
298,22,-1
333,22,1
384,22,-1
489,22,-1
553,22,1
607,22,1
955,22,1
211,23,1
266,23,1
280,23,1
291,23,1
300,23,1
363,23,-1
394,23,-1
509,23,1
582,23,-1
669,23,1
821,23,1
825,23,1
831,23,-1
844,23,1
11,24,1
85,24,1
106,24,-1
274,24,1
441,24,1
459,24,1
510,24,1
585,24,1
592,24,1
985,24,1
20,25,-1
23,25,1
39,25,1
198,25,1
351,25,1
561,25,1
597,25,1
627,25,1
849,25,1
21,26,1
76,26,1
125,26,1
157,26,-1
159,26,1
460,26,-1
479,26,1
605,26,1
693,26,1
729,26,-1
860,26,1
943,26,-1
1,27,1
114,27,-1
138,27,1
147,27,1
238,27,1
255,27,1
329,27,1
465,27,-1
648,27,1
754,27,-1
767,27,1
980,27,1
983,27,1
2,28,1
39,28,1
57,28,1
249,28,1
404,28,1
466,28,1
481,28,1
515,28,1
524,28,1
604,28,1
613,28,1
640,28,1
672,28,1
732,28,1
734,28,1
867,28,-1
925,28,1
953,28,1
15,29,1
17,29,-1
52,29,1
77,29,1
87,29,1
267,29,1
320,29,1
410,29,1
540,29,1
675,29,-1
915,29,1
972,29,-1
15,30,1
92,30,1
113,30,1
135,30,1
140,30,1
172,30,1
203,30,-1
204,30,1
223,30,1
304,30,-1
325,30,1
397,30,-1
487,30,1
567,30,1
663,30,1
691,30,1
733,30,1
785,30,1
934,30,1
937,30,-1
